Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Chromatin Organization (GO:0006325)	2/268	0.0645079348644918	0.1352489487154809	0	0	5.108374384236453	14.001885823304844	SFPQ;PCGF1
Regulation Of Chromosome Organization (GO:0033044)	1/43	0.06459118658971515	0.1352489487154809	0	0	15.815079365079365	43.328214060740166	HNRNPD
Positive Regulation Of Stress Fiber Assembly (GO:0051496)	1/43	0.06459118658971515	0.1352489487154809	0	0	15.815079365079365	43.328214060740166	LPAR1
Lymphocyte Chemotaxis (GO:0048247)	1/44	0.06604419119464339	0.136036676428097	0	0	15.446511627906977	41.97483258957492	KLF5
Regulation Of Viral Entry Into Host Cell (GO:0046596)	1/44	0.06604419119464339	0.136036676428097	0	0	15.446511627906977	41.97483258957492	P4HB
Nucleobase-Containing Compound Catabolic Process (GO:0034655)	1/44	0.06604419119464339	0.136036676428097	0	0	15.446511627906977	41.97483258957492	HNRNPD
Epidermal Growth Factor Receptor Signaling Pathway (GO:0007173)	1/45	0.06749501152086855	0.13679470249416675	0	0	15.094696969696969	40.69079857995566	EGFR
Positive Regulation Of Innate Immune Response (GO:0045089)	1/45	0.06749501152086855	0.13679470249416675	0	0	15.094696969696969	40.69079857995566	PLA2G5
Chromosome Organization (GO:0051276)	1/45	0.06749501152086855	0.13679470249416675	0	0	15.094696969696969	40.69079857995566	TCF7L2
Regulation Of Epidermal Growth Factor Receptor Signaling Pathway (GO:0042058)	1/46	0.06894365075528797	0.13752444019081125	0	0	14.75851851851852	39.471152501452366	EGFR
Positive Regulation Of Peptide Hormone Secretion (GO:0090277)	1/46	0.06894365075528797	0.13752444019081125	0	0	14.75851851851852	39.471152501452366	TCF7L2
Response To Glucose (GO:0009749)	1/46	0.06894365075528797	0.13752444019081125	0	0	14.75851851851852	39.471152501452366	TCF7L2
Positive Regulation Of Epithelial To Mesenchymal Transition (GO:0010718)	1/47	0.07039011205855722	0.13967462026279154	0	0	14.43695652173913	38.311387316676615	TCF7L2
Regulation Of Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0010803)	1/48	0.07183439859286861	0.1410634044906591	0	0	14.129078014184397	37.20739858844958	PPP2CB
Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001242)	1/48	0.07183439859286861	0.1410634044906591	0	0	14.129078014184397	37.20739858844958	P4HB
Negative Regulation Of T Cell Activation (GO:0050868)	1/49	0.0732765135248936	0.14182466340478495	0	0	13.834027777777777	36.15544100556018	PLA2G5
Cell Chemotaxis (GO:0060326)	1/50	0.07471646000262763	0.14182466340478495	0	0	13.551020408163266	35.15209038871121	LPAR1
Negative Regulation Of Cell Projection Organization (GO:0031345)	1/50	0.07471646000262763	0.14182466340478495	0	0	13.551020408163266	35.15209038871121	LPAR1
Regulation Of Stress-Activated MAPK Cascade (GO:0032872)	1/51	0.0761542411780185	0.14182466340478495	0	0	13.279333333333334	34.194210378566844	EGFR
Regulation Of Substrate Adhesion-Dependent Cell Spreading (GO:1900024)	1/51	0.0761542411780185	0.14182466340478495	0	0	13.279333333333334	34.194210378566844	P4HB
Positive Regulation Of Ras Protein Signal Transduction (GO:0046579)	1/51	0.0761542411780185	0.14182466340478495	0	0	13.279333333333334	34.194210378566844	LPAR1
Positive Regulation Of Actin Filament Bundle Assembly (GO:0032233)	1/51	0.0761542411780185	0.14182466340478495	0	0	13.279333333333334	34.194210378566844	LPAR1
Positive Regulation Of Protein Localization To Cell Periphery (GO:1904377)	1/51	0.0761542411780185	0.14182466340478495	0	0	13.279333333333334	34.194210378566844	EGFR
Positive Regulation Of Protein Localization To Plasma Membrane (GO:1903078)	1/51	0.0761542411780185	0.14182466340478495	0	0	13.279333333333334	34.194210378566844	EGFR
Regulation Of Protein Localization To Nucleus (GO:1900180)	1/52	0.0775898601982381	0.14182466340478495	0	0	13.018300653594771	33.27892316228608	TCF7L2
Positive Regulation Of Telomere Maintenance (GO:0032206)	1/52	0.0775898601982381	0.14182466340478495	0	0	13.018300653594771	33.27892316228608	HNRNPD
Carboxylic Acid Transport (GO:0046942)	1/53	0.07902332022213049	0.14182466340478495	0	0	12.767307692307693	32.40358367230175	ABCC1
mRNA Stabilization (GO:0048255)	1/53	0.07902332022213049	0.14182466340478495	0	0	12.767307692307693	32.40358367230175	HNRNPD
Regulation Of Receptor Signaling Pathway Via JAK-STAT (GO:0046425)	1/53	0.07902332022213049	0.14182466340478495	0	0	12.767307692307693	32.40358367230175	IL10RA
Glycoprotein Metabolic Process (GO:0009100)	1/53	0.07902332022213049	0.14182466340478495	0	0	12.767307692307693	32.40358367230175	MAN1A2
Positive Regulation Of NIK/NF-kappaB Signaling (GO:1901224)	1/53	0.07902332022213049	0.14182466340478495	0	0	12.767307692307693	32.40358367230175	EGFR
Positive Regulation Of Chemokine Production (GO:0032722)	1/53	0.07902332022213049	0.14182466340478495	0	0	12.767307692307693	32.40358367230175	EGR1
ERBB Signaling Pathway (GO:0038127)	1/54	0.08045462435891494	0.14182466340478495	0	0	12.525786163522012	31.56575680442027	EGFR
Peptidyl-Tyrosine Modification (GO:0018212)	1/54	0.08045462435891494	0.14182466340478495	0	0	12.525786163522012	31.56575680442027	EGFR
Regulation Of Smooth Muscle Cell Proliferation (GO:0048660)	1/54	0.08045462435891494	0.14182466340478495	0	0	12.525786163522012	31.56575680442027	TCF7L2
Negative Regulation Of Neuron Projection Development (GO:0010977)	1/54	0.08045462435891494	0.14182466340478495	0	0	12.525786163522012	31.56575680442027	LPAR1
Negative Regulation Of Protein Catabolic Process (GO:0042177)	1/54	0.08045462435891494	0.14182466340478495	0	0	12.525786163522012	31.56575680442027	EGFR
Phosphatidylcholine Metabolic Process (GO:0046470)	1/55	0.08188377576047076	0.14367569913527045	0	0	12.29320987654321	30.763197218330607	PLA2G5
Positive Regulation Of Interleukin-1 Beta Production (GO:0032731)	1/57	0.08473563284794243	0.14731561857509257	0	0	11.852976190476191	29.2557418815663	EGR1
RNA Catabolic Process (GO:0006401)	1/57	0.08473563284794243	0.14731561857509257	0	0	11.852976190476191	29.2557418815663	HNRNPD
Regulation Of Neuron Death (GO:1901214)	1/58	0.08615834477824497	0.148427330322522	0	0	11.644444444444444	28.547152703267713	EGR1
Regulation Of Phagocytosis (GO:0050764)	1/58	0.08615834477824497	0.148427330322522	0	0	11.644444444444444	28.547152703267713	PLA2G5
Phospholipid Transport (GO:0015914)	1/59	0.08757891647548653	0.14884488495161163	0	0	11.443103448275862	27.86641704377016	ABCC1
Chordate Embryonic Development (GO:0043009)	1/59	0.08757891647548653	0.14884488495161163	0	0	11.443103448275862	27.86641704377016	MBNL1
Negative Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001960)	1/59	0.08757891647548653	0.14884488495161163	0	0	11.443103448275862	27.86641704377016	PPP2CB
Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001236)	1/60	0.0889973510131811	0.14991109348442505	0	0	11.248587570621469	27.21200570122755	TCF7L2
Positive Regulation Of Phagocytosis (GO:0050766)	1/60	0.0889973510131811	0.14991109348442505	0	0	11.248587570621469	27.21200570122755	PLA2G5
Negative Regulation Of Autophagy (GO:0010507)	1/61	0.09041365153331592	0.15162289350056077	0	0	11.060555555555556	26.582496915567003	IL10RA
Fat Cell Differentiation (GO:0045444)	1/62	0.09182782112653406	0.15331605377513838	0	0	10.878688524590164	25.97656722459872	TCF7L2
Positive Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901992)	1/63	0.09323986288089035	0.15499082470112913	0	0	10.702688172043011	25.39298321204175	EGFR
Protein N-linked Glycosylation (GO:0006487)	1/64	0.09464977990360633	0.15529119733102512	0	0	10.532275132275132	24.830594069685887	RPN2
Positive Regulation Of Interleukin-1 Production (GO:0032732)	1/64	0.09464977990360633	0.15529119733102512	0	0	10.532275132275132	24.830594069685887	EGR1
Response To Metal Ion (GO:0010038)	1/64	0.09464977990360633	0.15529119733102512	0	0	10.532275132275132	24.830594069685887	PPP2CB
Canonical Wnt Signaling Pathway (GO:0060070)	1/65	0.09605757528589014	0.15624815894142643	0	0	10.3671875	24.288324885251964	TCF7L2
Positive Regulation Of Cell Cycle (GO:0045787)	1/65	0.09605757528589014	0.15624815894142643	0	0	10.3671875	24.288324885251964	EGFR
Response To Reactive Oxygen Species (GO:0000302)	1/66	0.09746325210209762	0.15785714763544872	0	0	10.207179487179488	23.765170565615563	EGFR
Peptidyl-Tyrosine Phosphorylation (GO:0018108)	1/67	0.09886681344336717	0.15877339955523795	0	0	10.052020202020202	23.26019032662989	EGFR
Negative Regulation Of Cellular Catabolic Process (GO:0031330)	1/67	0.09886681344336717	0.15877339955523795	0	0	10.052020202020202	23.26019032662989	IL10RA
Establishment Of Protein Localization To Membrane (GO:0090150)	1/69	0.10166760200422945	0.16189924856976032	0	0	9.755392156862746	22.301280984489107	EGFR
Phospholipid Metabolic Process (GO:0006644)	1/69	0.10166760200422945	0.16189924856976032	0	0	9.755392156862746	22.301280984489107	PLA2G5
Negative Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001237)	1/70	0.10306483535857697	0.1627565525037528	0	0	9.61352657004831	21.8457491225909	TCF7L2
Neutrophil Chemotaxis (GO:0030593)	1/70	0.10306483535857697	0.1627565525037528	0	0	9.61352657004831	21.8457491225909	KLF5
Positive Regulation Of Cell-Substrate Adhesion (GO:0010811)	1/71	0.10445996552065845	0.16389293912374414	0	0	9.475714285714286	21.405177919492388	P4HB
Cellular Response To Hypoxia (GO:0071456)	1/72	0.1058529955609793	0.16389293912374414	0	0	9.341784037558686	20.978881609749415	P4HB
Positive Regulation Of Protein Localization To Nucleus (GO:1900182)	1/72	0.1058529955609793	0.16389293912374414	0	0	9.341784037558686	20.978881609749415	TCF7L2
Negative Regulation Of Catabolic Process (GO:0009895)	1/72	0.1058529955609793	0.16389293912374414	0	0	9.341784037558686	20.978881609749415	EGFR
Cellular Response To Decreased Oxygen Levels (GO:0036294)	1/73	0.10724392850313601	0.16389293912374414	0	0	9.211574074074074	20.566214716689423	P4HB
Cellular Response To Reactive Oxygen Species (GO:0034614)	1/73	0.10724392850313601	0.16389293912374414	0	0	9.211574074074074	20.566214716689423	EGFR
Granulocyte Chemotaxis (GO:0071621)	1/73	0.10724392850313601	0.16389293912374414	0	0	9.211574074074074	20.566214716689423	KLF5
Regulation Of Rho Protein Signal Transduction (GO:0035023)	1/73	0.10724392850313601	0.16389293912374414	0	0	9.211574074074074	20.566214716689423	LPAR1
Positive Regulation Of Macromolecule Metabolic Process (GO:0010604)	2/364	0.10884015837546983	0.16566433744700026	0	0	3.735378167269956	8.284601516348966	EGR1;FUBP1
Regulation Of Stress Fiber Assembly (GO:0051492)	1/75	0.1100195153566116	0.16612508494085976	0	0	8.961711711711711	19.77937166333769	LPAR1
Regulation Of DNA Replication (GO:0006275)	1/75	0.1100195153566116	0.16612508494085976	0	0	8.961711711711711	19.77937166333769	EGFR
Wnt Signaling Pathway (GO:0016055)	1/76	0.11140417537718053	0.16688609671127044	0	0	8.841777777777779	19.40408125999615	TCF7L2
Positive Regulation Of Protein Secretion (GO:0050714)	1/76	0.11140417537718053	0.16688609671127044	0	0	8.841777777777779	19.40408125999615	TCF7L2
Regulation Of T Cell Proliferation (GO:0042129)	1/77	0.11278675046403379	0.16693892333718177	0	0	8.725	19.040187153190175	PLA2G5
Positive Regulation Of Response To Stimulus (GO:0048584)	1/77	0.11278675046403379	0.16693892333718177	0	0	8.725	19.040187153190175	EGFR
Neutrophil Migration (GO:1990266)	1/77	0.11278675046403379	0.16693892333718177	0	0	8.725	19.040187153190175	KLF5
Organonitrogen Compound Catabolic Process (GO:1901565)	1/78	0.11416724371228316	0.16693892333718177	0	0	8.611255411255412	18.687206622741385	PLA2G5
Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0000079)	1/79	0.1155456581169776	0.16693892333718177	0	0	8.500427350427351	18.344683169954745	EGFR
Vesicle Fusion (GO:0006906)	1/79	0.1155456581169776	0.16693892333718177	0	0	8.500427350427351	18.344683169954745	PLA2G5
Positive Regulation Of Protein Localization To Membrane (GO:1905477)	1/79	0.1155456581169776	0.16693892333718177	0	0	8.500427350427351	18.344683169954745	EGFR
Positive Regulation Of Endocytosis (GO:0045807)	1/79	0.1155456581169776	0.16693892333718177	0	0	8.500427350427351	18.344683169954745	PLA2G5
Regulation Of Protein Localization To Plasma Membrane (GO:1903076)	1/80	0.11692199671950551	0.16693892333718177	0	0	8.39240506329114	18.01218477461978	EGFR
Positive Regulation Of Growth (GO:0045927)	1/81	0.11829626253520985	0.16693892333718177	0	0	8.287083333333333	17.689302303265983	EGFR
Macromolecule Modification (GO:0043412)	1/81	0.11829626253520985	0.16693892333718177	0	0	8.287083333333333	17.689302303265983	RPN2
Cellular Response To Interleukin-1 (GO:0071347)	1/81	0.11829626253520985	0.16693892333718177	0	0	8.287083333333333	17.689302303265983	EGR1
Negative Regulation Of NF-kappaB Transcription Factor Activity (GO:0032088)	1/81	0.11829626253520985	0.16693892333718177	0	0	8.287083333333333	17.689302303265983	PPP2CB
Negative Regulation Of Apoptotic Signaling Pathway (GO:2001234)	1/82	0.11966845858358988	0.16693892333718177	0	0	8.184362139917695	17.37564803201433	TCF7L2
Regulation Of Phosphorylation (GO:0042325)	1/82	0.11966845858358988	0.16693892333718177	0	0	8.184362139917695	17.37564803201433	EGFR
Phospholipase C-activating G Protein-Coupled Receptor Signaling Pathway (GO:0007200)	1/83	0.12103858786538906	0.16693892333718177	0	0	8.084146341463414	17.070854284931038	LPAR1
Vascular Transport (GO:0010232)	1/83	0.12103858786538906	0.16693892333718177	0	0	8.084146341463414	17.070854284931038	ABCC1
Regulation Of NIK/NF-kappaB Signaling (GO:1901222)	1/83	0.12103858786538906	0.16693892333718177	0	0	8.084146341463414	17.070854284931038	EGFR
Regulation Of Interleukin-1 Beta Production (GO:0032651)	1/84	0.12240665340316831	0.16693892333718177	0	0	7.986345381526104	16.774572169983173	EGR1
mRNA Metabolic Process (GO:0016071)	1/85	0.123772658199863	0.16693892333718177	0	0	7.890873015873016	16.486470413825213	SFPQ
Macromolecule Catabolic Process (GO:0009057)	1/85	0.123772658199863	0.16693892333718177	0	0	7.890873015873016	16.486470413825213	HNRNPD
Establishment Of Protein Localization To Organelle (GO:0072594)	1/85	0.123772658199863	0.16693892333718177	0	0	7.890873015873016	16.486470413825213	IL10RA
Transport Across Blood-Brain Barrier (GO:0150104)	1/85	0.123772658199863	0.16693892333718177	0	0	7.890873015873016	16.486470413825213	ABCC1
Regulation Of Kinase Activity (GO:0043549)	1/85	0.123772658199863	0.16693892333718177	0	0	7.890873015873016	16.486470413825213	EGFR
Positive Regulation Of Protein Localization (GO:1903829)	1/85	0.123772658199863	0.16693892333718177	0	0	7.890873015873016	16.486470413825213	TCF7L2
Positive Regulation Of Amide Metabolic Process (GO:0034250)	1/85	0.123772658199863	0.16693892333718177	0	0	7.890873015873016	16.486470413825213	HNRNPD
Positive Regulation Of Canonical Wnt Signaling Pathway (GO:0090263)	1/85	0.123772658199863	0.16693892333718177	0	0	7.890873015873016	16.486470413825213	EGFR
Regulation Of Osteoblast Differentiation (GO:0045667)	1/85	0.123772658199863	0.16693892333718177	0	0	7.890873015873016	16.486470413825213	LIMD1
Glucose Homeostasis (GO:0042593)	1/87	0.12649849758251608	0.16940964870591377	0	0	7.706589147286822	15.93356455305491	TCF7L2
Regulation Of Insulin Secretion (GO:0050796)	1/87	0.12649849758251608	0.16940964870591377	0	0	7.706589147286822	15.93356455305491	TCF7L2
Positive Regulation Of Cell Adhesion (GO:0045785)	1/88	0.12785833813457156	0.1706278526514177	0	0	7.617624521072797	15.668176630929226	P4HB
Positive Regulation Of DNA Repair (GO:0045739)	1/89	0.1292161299361437	0.17123217294359766	0	0	7.530681818181818	15.409799629222077	EGFR
Positive Regulation Of Peptidyl-Serine Phosphorylation (GO:0033138)	1/89	0.1292161299361437	0.17123217294359766	0	0	7.530681818181818	15.409799629222077	EGFR
Cellular Response To Oxygen-Containing Compound (GO:1901701)	2/406	0.13023792601290923	0.17123217294359766	0	0	3.3398770911573914	6.807979749578684	EGR1;EGFR
Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050730)	1/90	0.13057187592621022	0.17123217294359766	0	0	7.4456928838951315	15.158175594574578	EGFR
Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014066)	1/90	0.13057187592621022	0.17123217294359766	0	0	7.4456928838951315	15.158175594574578	EGFR
Positive Regulation Of MAP Kinase Activity (GO:0043406)	1/91	0.1319255791544341	0.17123217294359766	0	0	7.362592592592593	14.91305874036	EGFR
Regulation Of RNA Metabolic Process (GO:0051252)	1/91	0.1319255791544341	0.17123217294359766	0	0	7.362592592592593	14.91305874036	MBNL1
Positive Regulation Of Binding (GO:0051099)	1/91	0.1319255791544341	0.17123217294359766	0	0	7.362592592592593	14.91305874036	TCF7L2
Protein O-linked Glycosylation (GO:0006493)	1/93	0.13462686905744525	0.17354960330874744	0	0	7.201811594202899	14.441420169325145	GALNT14
Regulation Of Peptidyl-Serine Phosphorylation (GO:0033135)	1/93	0.13462686905744525	0.17354960330874744	0	0	7.201811594202899	14.441420169325145	EGFR
Organelle Organization (GO:0006996)	2/418	0.13652687139141897	0.17540231951643317	0	0	3.241545092838196	6.454674229976622	RANBP10;LIMD1
Recombinational Repair (GO:0000725)	1/95	0.13732002340321625	0.17582530023587487	0	0	7.047872340425532	13.993135693897646	SFPQ
Response To UV (GO:0009411)	1/100	0.14401747150131122	0.18377987104039378	0	0	6.69023569023569	12.964476920040203	EGFR
Regulation Of Cell Migration (GO:0030334)	2/434	0.14501917650440235	0.18443714058781374	0	0	3.118933588761175	6.022315473837285	CORT;EGFR
Regulation Of RNA Splicing (GO:0043484)	1/102	0.14668233749516316	0.185928447861762	0	0	6.557095709570957	12.586253414445132	MBNL1
Positive Regulation Of Kinase Activity (GO:0033674)	1/104	0.14933917399017552	0.18866515647425508	0	0	6.429126213592233	12.225209957636702	EGFR
Cellular Response To Organonitrogen Compound (GO:0071417)	1/105	0.15066458849071662	0.18907906966219074	0	0	6.36698717948718	12.05079142079369	EGR1
Regulation Of Neuron Apoptotic Process (GO:0043523)	1/105	0.15066458849071662	0.18907906966219074	0	0	6.36698717948718	12.05079142079369	EGR1
Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000045)	1/106	0.15198800438142535	0.18948504493605328	0	0	6.306031746031746	11.880271712830174	EGFR
Positive Regulation Of Cell Growth (GO:0030307)	1/106	0.15198800438142535	0.18948504493605328	0	0	6.306031746031746	11.880271712830174	EGFR
Positive Regulation Of DNA Metabolic Process (GO:0051054)	1/108	0.15462885200071758	0.19151743434075805	0	0	6.187538940809969	11.55044932516124	EGFR
Positive Regulation Of Translation (GO:0045727)	1/108	0.15462885200071758	0.19151743434075805	0	0	6.187538940809969	11.55044932516124	HNRNPD
Cellular Response To Salt (GO:1902075)	1/109	0.15594628951849215	0.19189494716723549	0	0	6.129938271604939	11.39091873922072	EGR1
Positive Regulation Of Wnt Signaling Pathway (GO:0030177)	1/109	0.15594628951849215	0.19189494716723549	0	0	6.129938271604939	11.39091873922072	EGFR
Regulation Of JNK Cascade (GO:0046328)	1/110	0.15726174007999252	0.19262821566489738	0	0	6.073394495412844	11.234830711924577	EGFR
Negative Regulation Of Inflammatory Response (GO:0050728)	1/111	0.1585752065631873	0.19262821566489738	0	0	6.017878787878788	11.08208211129878	IL10RA
RNA Metabolic Process (GO:0016070)	1/111	0.1585752065631873	0.19262821566489738	0	0	6.017878787878788	11.08208211129878	HNRNPD
Double-Strand Break Repair Via Homologous Recombination (GO:0000724)	1/111	0.1585752065631873	0.19262821566489738	0	0	6.017878787878788	11.08208211129878	SFPQ
Negative Regulation Of Defense Response (GO:0031348)	1/112	0.15988669182841242	0.19360081853983485	0	0	5.963363363363364	10.932573768600097	IL10RA
Regulation Of MAP Kinase Activity (GO:0043405)	1/114	0.1625037303919528	0.1955203613287305	0	0	5.857227138643068	10.642899882624762	EGFR
Response To Endoplasmic Reticulum Stress (GO:0034976)	1/114	0.1625037303919528	0.1955203613287305	0	0	5.857227138643068	10.642899882624762	P4HB
Cellular Response To Oxidative Stress (GO:0034599)	1/117	0.16641450137197006	0.19896244801254462	0	0	5.704885057471264	10.230419802957787	EGFR
Positive Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071902)	1/117	0.16641450137197006	0.19896244801254462	0	0	5.704885057471264	10.230419802957787	EGFR
Regulation Of Protein Binding (GO:0043393)	1/118	0.16771416002758419	0.1998857441838189	0	0	5.655840455840456	10.098470200279685	TCF7L2
Positive Regulation Of Cell Population Proliferation (GO:0008284)	2/483	0.1716850808993126	0.2039769456452648	0	0	2.7941787941787943	4.923604026632084	TCF7L2;EGFR
Regulation Of Protein Catabolic Process (GO:0042176)	1/122	0.17289321275049702	0.2041324848362566	0	0	5.467768595041322	9.596377552221062	EGFR
Positive Regulation Of Macromolecule Biosynthetic Process (GO:0010557)	1/122	0.17289321275049702	0.2041324848362566	0	0	5.467768595041322	9.596377552221062	HNRNPD
Regulation Of Cell Motility (GO:2000145)	1/123	0.17418309472116977	0.20462621638449796	0	0	5.422677595628415	9.476933088951569	CORT
Protein Dephosphorylation (GO:0006470)	1/124	0.1754710298811658	0.20462621638449796	0	0	5.378319783197832	9.359789460313923	PPP2CB
Regulation Of DNA Metabolic Process (GO:0051052)	1/124	0.1754710298811658	0.20462621638449796	0	0	5.378319783197832	9.359789460313923	HNRNPD
Enzyme-Linked Receptor Protein Signaling Pathway (GO:0007167)	1/124	0.1754710298811658	0.20462621638449796	0	0	5.378319783197832	9.359789460313923	EGFR
Regulation Of DNA Repair (GO:0006282)	1/129	0.18188160313378351	0.21145131161872377	0	0	5.166927083333333	8.806507089090594	EGFR
Cellular Response To Metal Ion (GO:0071248)	1/135	0.18951063804745089	0.21897723115848747	0	0	4.9340796019900495	8.2069045278778	EGFR
Non-Membrane-Bounded Organelle Assembly (GO:0140694)	1/135	0.18951063804745089	0.21897723115848747	0	0	4.9340796019900495	8.2069045278778	LIMD1
Regulation Of Cell Adhesion (GO:0030155)	1/144	0.2008252521700935	0.23134580721114115	0	0	4.621445221445222	7.418899095679858	P4HB
Positive Regulation Of Protein Kinase Activity (GO:0045860)	1/145	0.20207295471968767	0.23207772678412614	0	0	4.58912037037037	7.338583926220001	EGR1
Negative Regulation Of Response To External Stimulus (GO:0032102)	1/146	0.20331877206136992	0.23280306529081327	0	0	4.557241379310345	7.259595401712991	IL10RA
Negative Regulation Of Protein Metabolic Process (GO:0051248)	1/147	0.20456270694060813	0.23282061840988133	0	0	4.525799086757991	7.181903291174946	EGFR
Dephosphorylation (GO:0016311)	1/147	0.20456270694060813	0.23282061840988133	0	0	4.525799086757991	7.181903291174946	PPP2CB
Cellular Response To Growth Factor Stimulus (GO:0071363)	1/155	0.21444674630206217	0.2433392720014418	0	0	4.288961038961039	6.603686893515271	EGFR
Protein Autophosphorylation (GO:0046777)	1/162	0.22299769481117998	0.25228694427891707	0	0	4.101035196687371	6.153988173231848	EGFR
Nitrogen Compound Transport (GO:0071705)	1/163	0.22421188154749758	0.2529056640074452	0	0	4.075514403292181	6.093561498022166	ABCC1
Membrane Organization (GO:0061024)	1/167	0.22905029301197716	0.2575966203309773	0	0	3.9765060240963854	5.860628974534656	EGFR
Double-Strand Break Repair (GO:0006302)	1/168	0.23025532535380872	0.2581857050564897	0	0	3.9524950099800398	5.804501666402634	SFPQ
Positive Regulation Of Cellular Process (GO:0048522)	2/594	0.23459604931881362	0.26227699909094504	0	0	2.2573392357875117	3.2728939976189584	P4HB;EGFR
Regulation Of Neuron Projection Development (GO:0010975)	1/174	0.23744733255627767	0.26468393834949777	0	0	3.8142581888246627	5.484176421934344	LPAR1
Positive Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043123)	1/175	0.2386396607842615	0.26523293676608534	0	0	3.7921455938697317	5.433388331372059	LPAR1
Negative Regulation Of Macromolecule Metabolic Process (GO:0010605)	1/186	0.251636767276824	0.27886062806408274	0	0	3.5646846846846847	4.918440107268859	PPP2CB
Endocytosis (GO:0006897)	1/189	0.2551440019839143	0.2819229642912639	0	0	3.5072695035460995	4.790674740907671	IL10RA
Positive Regulation Of Protein Metabolic Process (GO:0051247)	1/196	0.26326580191391463	0.29005156664352805	0	0	3.3801709401709403	4.511146065081219	HNRNPD
Anterograde Trans-Synaptic Signaling (GO:0098916)	1/199	0.266720277449934	0.29300575406818835	0	0	3.3284511784511785	4.39873069718801	CORT
Organic Substance Transport (GO:0071702)	1/201	0.2690145471023502	0.2946720039069096	0	0	3.2948333333333335	4.326082633154742	ABCC1
Regulation Of Translation (GO:0006417)	1/202	0.27015907540499473	0.29507288062966286	0	0	3.2782752902155887	4.290424182868856	HNRNPD
mRNA Splicing, Via Spliceosome (GO:0000398)	1/211	0.28038209014704546	0.30535865564865006	0	0	3.136349206349206	3.9881879183978204	SFPQ
mRNA Processing (GO:0006397)	1/214	0.28375886275273016	0.3081507420724491	0	0	3.0917057902973397	3.8944068372223795	SFPQ
Positive Regulation Of Cell Motility (GO:2000147)	1/221	0.2915784729880629	0.31573783217850243	0	0	2.992272727272727	3.687814868856789	EGFR
Regulation Of Cell Growth (GO:0001558)	1/227	0.298215184138813	0.32125418849618154	0	0	2.911946902654867	3.5232809149482494	EGFR
Regulation Of Apoptotic Process (GO:0042981)	2/705	0.298910262565849	0.32125418849618154	0	0	1.8900279589934763	2.2824202089423347	EGR1;EGFR
Cellular Response To Lipid (GO:0071396)	1/228	0.2993154368110331	0.32125418849618154	0	0	2.898972099853157	3.496906226263745	EGFR
Protein Modification Process (GO:0036211)	2/711	0.3023856313777916	0.32125418849618154	0	0	1.8734497349350712	2.2407435854294437	PPP2CB;RPN2
Negative Regulation Of Intracellular Signal Transduction (GO:1902532)	1/231	0.3026061881085404	0.32125418849618154	0	0	2.8607246376811593	3.4194900363019065	LIMD1
Negative Regulation Of Multicellular Organismal Process (GO:0051241)	1/231	0.3026061881085404	0.32125418849618154	0	0	2.8607246376811593	3.4194900363019065	EGFR
Positive Regulation Of Phosphorylation (GO:0042327)	1/231	0.3026061881085404	0.32125418849618154	0	0	2.8607246376811593	3.4194900363019065	EGFR
Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043122)	1/232	0.3036997777963908	0.3215145692313746	0	0	2.848196248196248	3.3942400107364574	LPAR1
Regulation Of Inflammatory Response (GO:0050727)	1/240	0.3123889526255053	0.32979223689433573	0	0	2.7517433751743376	3.2016705453971914	IL10RA
Regulation Of Autophagy (GO:0010506)	1/241	0.31346769293192717	0.3300118211700011	0	0	2.7401388888888887	3.1787227164692067	IL10RA
Regulation Of Cell Population Proliferation (GO:0042127)	2/766	0.33411765222969325	0.3507772581580436	0	0	1.7336161762050912	1.9004977027207888	TCF7L2;EGFR
Regulation Of Protein Phosphorylation (GO:0001932)	1/265	0.3388715933440626	0.3547854526999992	0	0	2.4880050505050506	2.6923549171677044	EGFR
Positive Regulation Of Cell Migration (GO:0030335)	1/272	0.34610807357167095	0.3613635258503121	0	0	2.4228782287822876	2.5706839800556187	EGFR
Chemical Synaptic Transmission (GO:0007268)	1/273	0.34713557846868615	0.3614406160429452	0	0	2.4138480392156865	2.5539474397756936	CORT
Positive Regulation Of Cell Differentiation (GO:0045597)	1/283	0.3573250629126951	0.371030681764141	0	0	2.3270685579196217	2.3948080601966284	PLA2G5
Transmembrane Receptor Protein Tyrosine Kinase Signaling Pathway (GO:0007169)	1/284	0.35833550518483237	0.37106326903019526	0	0	2.3187279151943465	2.3796769911372126	EGFR
