Query Name	Rank	TF	Score	Library	Overlapping_Genes
"gene_set_query"	"355"	"NKRF"	"473.7"	"ARCHS4 Coexpression,209;Enrichr Queries,342;GTEx Coexpression,870"	"EGR1,SFPQ,FUBP1,HNRNPD"
"gene_set_query"	"356"	"POU2F2"	"474.4"	"ARCHS4 Coexpression,672;ENCODE ChIP-seq,84;Enrichr Queries,862;ReMap ChIP-seq,207;GTEx Coexpression,547"	"TCF7L2,EGR1,SFPQ,RIF1,IL10RA,RANBP10,P4HB,HIST1H3B"
"gene_set_query"	"357"	"ZNF430"	"475.0"	"ARCHS4 Coexpression,466;Enrichr Queries,489;GTEx Coexpression,470"	"EGR1,MBNL1,KLF5,HNRNPD,P4HB"
"gene_set_query"	"358"	"FOXJ3"	"476.7"	"ARCHS4 Coexpression,190;Enrichr Queries,794;GTEx Coexpression,446"	"TCF7L2,EGR1,MBNL1,SFPQ,RIF1,ANKHD1-EIF4EBP3"
"gene_set_query"	"359"	"HNF4G"	"477.4"	"ARCHS4 Coexpression,683;ENCODE ChIP-seq,100;Enrichr Queries,92;ReMap ChIP-seq,217;GTEx Coexpression,1295"	"TCF7L2,EGR1,TF,KLF5,LPAR1,PCGF1,EGFR"
"gene_set_query"	"360"	"LHX9"	"479.7"	"ARCHS4 Coexpression,593;Enrichr Queries,621;GTEx Coexpression,225"	"TCF7L2,EGR1,LPAR1,PLA2G5"
"gene_set_query"	"361"	"ZBTB7C"	"480.0"	"ARCHS4 Coexpression,750;Enrichr Queries,263;GTEx Coexpression,427"	"EGR1,KLF5,LPAR1,EGFR"
"gene_set_query"	"362"	"RARA"	"480.4"	"Literature ChIP-seq,129;ARCHS4 Coexpression,987;Enrichr Queries,289;ReMap ChIP-seq,206;GTEx Coexpression,791"	"TCF7L2,EGR1,LPAR1,PCGF1,P4HB,EGFR"
"gene_set_query"	"363"	"E2F7"	"480.4"	"Literature ChIP-seq,46;ARCHS4 Coexpression,443;Enrichr Queries,1310;ReMap ChIP-seq,15;GTEx Coexpression,588"	"EGR1,SFPQ,RIF1,HNRNPD,UPP1,P4HB,HIST1H3B"
"gene_set_query"	"364"	"OVOL2"	"480.5"	"ARCHS4 Coexpression,622;Enrichr Queries,549;ReMap ChIP-seq,295;GTEx Coexpression,456"	"EGR1,KLF5,LPAR1"
"gene_set_query"	"365"	"POU5F1B"	"480.5"	"ARCHS4 Coexpression,900;GTEx Coexpression,61"	"HNRNPD,ANKHD1"
"gene_set_query"	"366"	"NR2C2"	"480.8"	"ARCHS4 Coexpression,633;ENCODE ChIP-seq,61;Enrichr Queries,791;ReMap ChIP-seq,134;GTEx Coexpression,785"	"TCF7L2,EGR1,MBNL1,SFPQ,RIF1,ANKHD1-EIF4EBP3,PCGF1,P4HB,HIST1H3B,ANKHD1"
"gene_set_query"	"367"	"ZNF124"	"481.7"	"ARCHS4 Coexpression,554;Enrichr Queries,121;GTEx Coexpression,770"	"TCF7L2,EGR1,MBNL1,SFPQ,LPAR1,P4HB"
"gene_set_query"	"368"	"STAT2"	"481.8"	"ARCHS4 Coexpression,810;ENCODE ChIP-seq,83;Enrichr Queries,1264;ReMap ChIP-seq,87;GTEx Coexpression,165"	"EGR1,MBNL1,FUBP1,IL10RA,HNRNPD,HIST1H3B"
"gene_set_query"	"369"	"JUND"	"482.7"	"Literature ChIP-seq,73;ARCHS4 Coexpression,1319;ENCODE ChIP-seq,20;Enrichr Queries,1020;ReMap ChIP-seq,133;GTEx Coexpression,331"	"EGR1,TCF7L2,RPN2,IL10RA,LPAR1,EGFR,PPP2CB,CORT,TF,SFPQ,HNRNPD,PCGF1,P4HB,UPP1,HIST1H3B"
"gene_set_query"	"370"	"MYC"	"482.8"	"Literature ChIP-seq,13;ARCHS4 Coexpression,1184;ENCODE ChIP-seq,78;Enrichr Queries,1003;ReMap ChIP-seq,228;GTEx Coexpression,391"	"EGR1,TCF7L2,RIF1,ANKHD1-EIF4EBP3,COQ9,LIMD1,EGFR,ANKHD1,SFPQ,KLF5,MAN1A2,FUBP1,HNRNPD,PCGF1,P4HB,UPP1,HIST1H3B"
"gene_set_query"	"371"	"HBP1"	"483.5"	"ARCHS4 Coexpression,165;Enrichr Queries,625;ReMap ChIP-seq,128;GTEx Coexpression,1016"	"TCF7L2,EGR1,MBNL1,HNRNPD,PCGF1,P4HB,UPP1,HIST1H3B"
"gene_set_query"	"372"	"DR1"	"483.7"	"ARCHS4 Coexpression,238;Enrichr Queries,418;GTEx Coexpression,795"	"EGR1,MBNL1,SFPQ,FUBP1"
"gene_set_query"	"373"	"GLI3"	"483.7"	"ARCHS4 Coexpression,1033;Enrichr Queries,160;GTEx Coexpression,258"	"TCF7L2,EGR1,LPAR1,EGFR"
"gene_set_query"	"374"	"ZNF354C"	"484.0"	"ARCHS4 Coexpression,405;Enrichr Queries,725;GTEx Coexpression,322"	"TCF7L2,EGR1,RIF1,FUBP1,LPAR1"
"gene_set_query"	"375"	"TFCP2"	"484.0"	"ARCHS4 Coexpression,205;Enrichr Queries,25;GTEx Coexpression,1222"	"TCF7L2,EGR1,SFPQ,FUBP1,LPAR1,HNRNPD"
"gene_set_query"	"376"	"CGGBP1"	"484.0"	"ARCHS4 Coexpression,818;GTEx Coexpression,150"	"MBNL1,FUBP1"
"gene_set_query"	"377"	"ZIC2"	"484.3"	"ARCHS4 Coexpression,139;Enrichr Queries,762;GTEx Coexpression,552"	"TCF7L2,EGR1,MBNL1,LPAR1"
"gene_set_query"	"378"	"RAG1"	"484.3"	"ARCHS4 Coexpression,127;Enrichr Queries,808;GTEx Coexpression,518"	"TCF7L2,EGR1,SFPQ,RPN2,HIST1H3B,EGFR"
"gene_set_query"	"379"	"IRX5"	"485.7"	"ARCHS4 Coexpression,1007;Enrichr Queries,329;GTEx Coexpression,121"	"TCF7L2,EGR1,KLF5,LPAR1,EGFR"
"gene_set_query"	"380"	"NME2"	"485.7"	"ARCHS4 Coexpression,1142;ReMap ChIP-seq,274;GTEx Coexpression,41"	"HNRNPD,P4HB"
"gene_set_query"	"381"	"ZNF354B"	"486.0"	"ARCHS4 Coexpression,128;Enrichr Queries,992;GTEx Coexpression,338"	"EGR1,MAN1A2,FUBP1,LPAR1,HIST1H3B"
"gene_set_query"	"382"	"E2F3"	"486.3"	"ARCHS4 Coexpression,144;Enrichr Queries,599;GTEx Coexpression,716"	"TCF7L2,EGR1,SFPQ,HNRNPD,EGFR"
"gene_set_query"	"383"	"SP9"	"487.5"	"ARCHS4 Coexpression,738;GTEx Coexpression,237"	"CORT,GALNT14"
"gene_set_query"	"384"	"NR4A1"	"488.3"	"ARCHS4 Coexpression,455;Enrichr Queries,1320;ReMap ChIP-seq,10;GTEx Coexpression,168"	"EGR1,IL10RA,LPAR1,PCGF1,COQ9,LIMD1,HIST1H3B"
"gene_set_query"	"385"	"ZNF652"	"488.5"	"Literature ChIP-seq,156;ARCHS4 Coexpression,705;Enrichr Queries,328;GTEx Coexpression,765"	"TCF7L2,EGR1,MBNL1,LPAR1,P4HB"
"gene_set_query"	"386"	"ZSCAN12"	"489.0"	"ARCHS4 Coexpression,81;Enrichr Queries,1185;GTEx Coexpression,201"	"TCF7L2,EGR1,SFPQ,FUBP1,P4HB"
"gene_set_query"	"387"	"ZFP57"	"491.0"	"ARCHS4 Coexpression,1171;Enrichr Queries,230;GTEx Coexpression,72"	"EGR1,TF,KLF5,LPAR1,UPP1"
"gene_set_query"	"388"	"ZNF146"	"491.0"	"ARCHS4 Coexpression,39;Enrichr Queries,291;GTEx Coexpression,1143"	"EGR1,MBNL1,SFPQ,RIF1,FUBP1,HNRNPD"
"gene_set_query"	"389"	"SOX13"	"491.5"	"ARCHS4 Coexpression,960;Enrichr Queries,692;ReMap ChIP-seq,51;GTEx Coexpression,263"	"TCF7L2,EGR1,TF,PCGF1,HIST1H3B,EGFR"
"gene_set_query"	"390"	"PURA"	"492.0"	"ARCHS4 Coexpression,564;GTEx Coexpression,420"	"MBNL1,MAN1A2"
"gene_set_query"	"391"	"ZNF750"	"492.5"	"ARCHS4 Coexpression,688;Enrichr Queries,748;ReMap ChIP-seq,162;GTEx Coexpression,372"	"CORT,EGR1,KLF5,UPP1,P4HB,EGFR"
"gene_set_query"	"392"	"GRHL3"	"493.7"	"ARCHS4 Coexpression,611;Enrichr Queries,343;GTEx Coexpression,527"	"EGR1,KLF5,LPAR1,UPP1"
"gene_set_query"	"393"	"BNC1"	"494.0"	"ARCHS4 Coexpression,790;Enrichr Queries,241;GTEx Coexpression,451"	"EGR1,KLF5,LPAR1,EGFR"
"gene_set_query"	"394"	"ZNF101"	"494.7"	"ARCHS4 Coexpression,406;Enrichr Queries,459;GTEx Coexpression,619"	"TCF7L2,EGR1,IL10RA,P4HB"
"gene_set_query"	"395"	"AHRR"	"497.0"	"ARCHS4 Coexpression,200;GTEx Coexpression,794"	"ABCC1,P4HB"
"gene_set_query"	"396"	"GFI1B"	"497.4"	"Literature ChIP-seq,57;ARCHS4 Coexpression,293;Enrichr Queries,1386;ReMap ChIP-seq,64;GTEx Coexpression,687"	"EGR1,PPP2CB,MBNL1,ABCC1,SFPQ,PCGF1,P4HB,HIST1H3B,ANKHD1"
"gene_set_query"	"397"	"HOXC11"	"497.5"	"ARCHS4 Coexpression,1121;Enrichr Queries,178;ReMap ChIP-seq,294;GTEx Coexpression,397"	"TCF7L2,EGR1,LPAR1,EGFR"
"gene_set_query"	"398"	"NPAS2"	"498.3"	"ARCHS4 Coexpression,804;Enrichr Queries,186;GTEx Coexpression,505"	"EGR1,KLF5,LPAR1,PLA2G5,EGFR"
"gene_set_query"	"399"	"ZBTB10"	"499.0"	"ARCHS4 Coexpression,21;Enrichr Queries,304;GTEx Coexpression,1172"	"TCF7L2,EGR1,MBNL1,SFPQ,KLF5,RIF1,FUBP1"
"gene_set_query"	"400"	"BCL6"	"499.4"	"Literature ChIP-seq,118;ARCHS4 Coexpression,1093;Enrichr Queries,302;ReMap ChIP-seq,262;GTEx Coexpression,722"	"TCF7L2,EGR1,SFPQ,KLF5,HIST1H3B,NR2E3,EGFR,ANKHD1"
"gene_set_query"	"401"	"ZNF292"	"499.7"	"ARCHS4 Coexpression,714;Enrichr Queries,771;GTEx Coexpression,14"	"TCF7L2,EGR1,MBNL1,FUBP1,HNRNPD,P4HB,ANKHD1"
"gene_set_query"	"402"	"TCF15"	"499.7"	"ARCHS4 Coexpression,717;Enrichr Queries,754;GTEx Coexpression,28"	"EGR1,LPAR1,HNRNPD,PLA2G5,COQ9,UPP1"
"gene_set_query"	"403"	"ZNF227"	"500.0"	"ARCHS4 Coexpression,68;Enrichr Queries,157;GTEx Coexpression,1275"	"TCF7L2,EGR1,MBNL1,RIF1,UPP1,P4HB"
"gene_set_query"	"404"	"IRX1"	"501.0"	"ARCHS4 Coexpression,1075;Enrichr Queries,368;GTEx Coexpression,60"	"TCF7L2,EGR1,LPAR1,EGFR"
"gene_set_query"	"405"	"TTF1"	"501.5"	"ARCHS4 Coexpression,504;GTEx Coexpression,499"	"MBNL1,P4HB"
"gene_set_query"	"406"	"ZBTB42"	"503.5"	"ARCHS4 Coexpression,639;GTEx Coexpression,368"	"P4HB"
"gene_set_query"	"407"	"CEBPG"	"504.3"	"ARCHS4 Coexpression,227;Enrichr Queries,958;ReMap ChIP-seq,11;GTEx Coexpression,821"	"EGR1,MBNL1,KLF5,IL10RA,ANKHD1-EIF4EBP3,UPP1,P4HB,ANKHD1"
"gene_set_query"	"408"	"HOXC12"	"504.3"	"ARCHS4 Coexpression,540;Enrichr Queries,452;GTEx Coexpression,521"	"EGR1,ABCC1,LPAR1,EGFR"
"gene_set_query"	"409"	"SREBF2"	"504.5"	"Literature ChIP-seq,145;ARCHS4 Coexpression,1485;ENCODE ChIP-seq,116;Enrichr Queries,389;ReMap ChIP-seq,245;GTEx Coexpression,647"	"TCF7L2,EGR1,P4HB,EGFR"
"gene_set_query"	"410"	"CBX2"	"505.0"	"ARCHS4 Coexpression,231;ENCODE ChIP-seq,76;Enrichr Queries,1377;ReMap ChIP-seq,235;GTEx Coexpression,606"	"TCF7L2,EGR1,SFPQ,KLF5,HNRNPD,PLA2G5,UPP1,NR2E3"
"gene_set_query"	"411"	"BATF"	"505.0"	"ARCHS4 Coexpression,671;ENCODE ChIP-seq,103;Enrichr Queries,857;ReMap ChIP-seq,43;GTEx Coexpression,851"	"EGR1,MBNL1,IL10RA,FUBP1,PCGF1,UPP1,HIST1H3B"
"gene_set_query"	"412"	"ZNF429"	"505.3"	"ARCHS4 Coexpression,532;Enrichr Queries,402;GTEx Coexpression,582"	"TCF7L2,EGR1,MBNL1,LPAR1,P4HB"
"gene_set_query"	"413"	"KLF8"	"506.0"	"ARCHS4 Coexpression,1328;Enrichr Queries,72;GTEx Coexpression,118"	"TCF7L2,EGR1,KLF5,LPAR1,UPP1,EGFR"
"gene_set_query"	"414"	"KLF14"	"506.5"	"ARCHS4 Coexpression,938;Enrichr Queries,75"	"TCF7L2,EGR1,KLF5,LPAR1,EGFR"
"gene_set_query"	"415"	"SPI1"	"506.5"	"Literature ChIP-seq,23;ARCHS4 Coexpression,1035;ENCODE ChIP-seq,23;Enrichr Queries,1217;ReMap ChIP-seq,125;GTEx Coexpression,616"	"EGR1,MBNL1,ABCC1,RPN2,IL10RA,COQ9,LIMD1,ANKHD1,PPP2CB,SFPQ,MAN1A2,FUBP1,HNRNPD,UPP1"
"gene_set_query"	"416"	"TSHZ1"	"508.0"	"ARCHS4 Coexpression,354;Enrichr Queries,628;GTEx Coexpression,542"	"TCF7L2,EGR1,MAN1A2,LPAR1"
"gene_set_query"	"417"	"NKX63"	"508.5"	"ARCHS4 Coexpression,61;GTEx Coexpression,956"	"RPN2,P4HB"
"gene_set_query"	"418"	"ZNF606"	"510.0"	"ARCHS4 Coexpression,403;Enrichr Queries,819;GTEx Coexpression,308"	"TCF7L2,EGR1,SFPQ,LPAR1,P4HB"
"gene_set_query"	"419"	"HEY2"	"511.7"	"ARCHS4 Coexpression,650;Enrichr Queries,663;GTEx Coexpression,222"	"EGR1,MBNL1,LPAR1,EGFR"
"gene_set_query"	"420"	"FOXN2"	"513.0"	"ARCHS4 Coexpression,349;Enrichr Queries,448;GTEx Coexpression,742"	"TCF7L2,EGR1,MBNL1,LPAR1"
"gene_set_query"	"421"	"JUNB"	"513.8"	"ARCHS4 Coexpression,427;Enrichr Queries,1087;ReMap ChIP-seq,44;GTEx Coexpression,497"	"EGR1,IL10RA,PCGF1,P4HB,UPP1,HIST1H3B"
"gene_set_query"	"422"	"IRF9"	"515.8"	"ARCHS4 Coexpression,627;Enrichr Queries,903;ReMap ChIP-seq,237;GTEx Coexpression,296"	"EGR1,IL10RA,UPP1"
"gene_set_query"	"423"	"MYBL2"	"515.8"	"Literature ChIP-seq,98;ARCHS4 Coexpression,784;ENCODE ChIP-seq,104;Enrichr Queries,1363;ReMap ChIP-seq,65;GTEx Coexpression,681"	"EGR1,PPP2CB,TF,SFPQ,KLF5,RIF1,HNRNPD,PCGF1,UPP1,HIST1H3B"
"gene_set_query"	"424"	"STAT5A"	"518.2"	"Literature ChIP-seq,144;ARCHS4 Coexpression,729;ENCODE ChIP-seq,71;Enrichr Queries,1116;ReMap ChIP-seq,141;GTEx Coexpression,908"	"EGR1,SFPQ,IL10RA,P4HB,HIST1H3B,EGFR"
"gene_set_query"	"425"	"ESRRA"	"518.2"	"ARCHS4 Coexpression,453;ENCODE ChIP-seq,37;Enrichr Queries,1399;ReMap ChIP-seq,196;GTEx Coexpression,506"	"EGR1,RANBP10,COQ9,UPP1,P4HB,HIST1H3B,LIMD1"
"gene_set_query"	"426"	"ZNF208"	"518.7"	"ARCHS4 Coexpression,569;Enrichr Queries,799;GTEx Coexpression,188"	"TCF7L2,EGR1,LPAR1,PLA2G5,P4HB"
"gene_set_query"	"427"	"LHX4"	"519.0"	"ARCHS4 Coexpression,102;Enrichr Queries,618;GTEx Coexpression,837"	"EGR1,SFPQ,FUBP1,LPAR1,EGFR"
"gene_set_query"	"428"	"HNF1A"	"519.3"	"ARCHS4 Coexpression,770;Enrichr Queries,86;GTEx Coexpression,702"	"TCF7L2,EGR1,TF,KLF5,LPAR1,EGFR"
"gene_set_query"	"429"	"BARX2"	"520.3"	"ARCHS4 Coexpression,680;Enrichr Queries,348;GTEx Coexpression,533"	"EGR1,KLF5,LPAR1,EGFR"
"gene_set_query"	"430"	"ESRRG"	"520.3"	"ARCHS4 Coexpression,596;Enrichr Queries,774;GTEx Coexpression,191"	"TCF7L2,EGR1,LPAR1,COQ9,P4HB"
"gene_set_query"	"431"	"ZBTB24"	"520.3"	"ARCHS4 Coexpression,63;Enrichr Queries,274;GTEx Coexpression,1224"	"TCF7L2,EGR1,MBNL1,RIF1,LPAR1"
"gene_set_query"	"432"	"MAFB"	"521.0"	"ARCHS4 Coexpression,760;Enrichr Queries,1085;ReMap ChIP-seq,138;GTEx Coexpression,101"	"EGR1,KLF5,FUBP1,IL10RA,LPAR1,HIST1H3B,EGFR"
"gene_set_query"	"433"	"RXRA"	"521.7"	"Literature ChIP-seq,143;ARCHS4 Coexpression,885;ENCODE ChIP-seq,114;Enrichr Queries,829;ReMap ChIP-seq,52;GTEx Coexpression,1107"	"TCF7L2,EGR1,PCGF1,UPP1,P4HB,HIST1H3B,EGFR"
"gene_set_query"	"434"	"ZHX2"	"521.8"	"ARCHS4 Coexpression,800;Enrichr Queries,414;ReMap ChIP-seq,106;GTEx Coexpression,767"	"TCF7L2,EGR1,IL10RA,LPAR1,PCGF1,P4HB,HIST1H3B,EGFR"
"gene_set_query"	"435"	"LMX1B"	"522.0"	"ARCHS4 Coexpression,892;Enrichr Queries,203;GTEx Coexpression,471"	"TCF7L2,EGR1,LPAR1,EGFR"
"gene_set_query"	"436"	"ZNF285"	"522.0"	"ARCHS4 Coexpression,348;GTEx Coexpression,696"	"P4HB"
"gene_set_query"	"437"	"E2F1"	"522.5"	"Literature ChIP-seq,53;ARCHS4 Coexpression,726;ENCODE ChIP-seq,81;Enrichr Queries,1204;ReMap ChIP-seq,226;GTEx Coexpression,845"	"EGR1,MBNL1,KLF5,RIF1,MAN1A2,HNRNPD,P4HB,HIST1H3B,EGFR"
"gene_set_query"	"438"	"SP3"	"523.7"	"ARCHS4 Coexpression,101;Enrichr Queries,320;GTEx Coexpression,1150"	"TCF7L2,EGR1,MBNL1,SFPQ"
"gene_set_query"	"439"	"TBX3"	"523.8"	"Literature ChIP-seq,19;ARCHS4 Coexpression,425;Enrichr Queries,101;GTEx Coexpression,1550"	"TCF7L2,EGR1,GALNT14,KLF5,RPN2,RIF1,LPAR1,RANBP10,P4HB,EGFR"
"gene_set_query"	"440"	"KMT2A"	"524.3"	"ARCHS4 Coexpression,203;ReMap ChIP-seq,190;GTEx Coexpression,1180"	"MBNL1,SFPQ,MAN1A2,ANKHD1"
"gene_set_query"	"441"	"STAT4"	"526.0"	"Literature ChIP-seq,101;ARCHS4 Coexpression,783;Enrichr Queries,734;GTEx Coexpression,486"	"TCF7L2,EGR1,IL10RA,HIST1H3B,NR2E3"
"gene_set_query"	"442"	"ZIK1"	"526.3"	"ARCHS4 Coexpression,301;Enrichr Queries,600;GTEx Coexpression,678"	"TCF7L2,EGR1,LPAR1,P4HB"
"gene_set_query"	"443"	"THAP1"	"526.6"	"ARCHS4 Coexpression,1162;ENCODE ChIP-seq,53;Enrichr Queries,272;ReMap ChIP-seq,239;GTEx Coexpression,907"	"TCF7L2,EGR1,MBNL1,KLF5,RIF1,PCGF1,P4HB,COQ9,HIST1H3B"
"gene_set_query"	"444"	"HMX3"	"528.0"	"ARCHS4 Coexpression,153;Enrichr Queries,897;GTEx Coexpression,534"	"EGR1,SFPQ,LPAR1,HIST1H3B"
"gene_set_query"	"445"	"GSC"	"528.3"	"ARCHS4 Coexpression,837;Enrichr Queries,467;GTEx Coexpression,281"	"TCF7L2,EGR1,KLF5,LPAR1"
"gene_set_query"	"446"	"NFE2L1"	"529.3"	"ARCHS4 Coexpression,553;Enrichr Queries,292;ReMap ChIP-seq,31;GTEx Coexpression,1241"	"CORT,TCF7L2,EGR1,MBNL1,HNRNPD,UPP1,P4HB"
"gene_set_query"	"447"	"NFYB"	"530.2"	"ARCHS4 Coexpression,487;ENCODE ChIP-seq,15;Enrichr Queries,370;ReMap ChIP-seq,219;GTEx Coexpression,1560"	"TCF7L2,EGR1,MBNL1,RPN2,RIF1,IL10RA,KLF5,MAN1A2,HNRNPD,RANBP10,PCGF1,P4HB,HIST1H3B"
"gene_set_query"	"448"	"TCF7L2"	"530.5"	"Literature ChIP-seq,87;ARCHS4 Coexpression,1552;ENCODE ChIP-seq,54;Enrichr Queries,7;ReMap ChIP-seq,67;GTEx Coexpression,1416"	"TCF7L2,EGR1,MBNL1,LPAR1,ANKHD1-EIF4EBP3,EGFR,ANKHD1,PPP2CB,SFPQ,KLF5,HNRNPD,PCGF1,HIST1H3B"
"gene_set_query"	"449"	"ZFP69B"	"530.5"	"ARCHS4 Coexpression,408;GTEx Coexpression,653"	"FUBP1"
"gene_set_query"	"450"	"KLF1"	"530.8"	"Literature ChIP-seq,43;ARCHS4 Coexpression,179;Enrichr Queries,1384;ReMap ChIP-seq,129;GTEx Coexpression,919"	"EGR1,TCF7L2,SFPQ,MAN1A2,FUBP1,RANBP10,PCGF1,P4HB,HIST1H3B"
"gene_set_query"	"451"	"GPBP1"	"531.0"	"ARCHS4 Coexpression,462;GTEx Coexpression,600"	"P4HB"
"gene_set_query"	"452"	"HOXA6"	"531.0"	"ARCHS4 Coexpression,1292;Enrichr Queries,184;GTEx Coexpression,117"	"TCF7L2,EGR1,MBNL1,LPAR1,EGFR"
"gene_set_query"	"453"	"CREB5"	"531.0"	"ARCHS4 Coexpression,902;Enrichr Queries,43;GTEx Coexpression,648"	"TCF7L2,EGR1,LPAR1,UPP1,EGFR"
"gene_set_query"	"454"	"DMRT1"	"531.0"	"Literature ChIP-seq,45;ARCHS4 Coexpression,971;Enrichr Queries,33;GTEx Coexpression,1075"	"EGR1,TCF7L2,CORT,KLF5,FUBP1,LPAR1,PCGF1,UPP1,EGFR,ANKHD1"
"gene_set_query"	"455"	"AHCTF1"	"532.3"	"ARCHS4 Coexpression,120;Enrichr Queries,406;GTEx Coexpression,1071"	"EGR1,SFPQ,RIF1,FUBP1,HNRNPD"
"gene_set_query"	"456"	"CDX1"	"532.7"	"ARCHS4 Coexpression,745;Enrichr Queries,93;GTEx Coexpression,760"	"TCF7L2,EGR1,KLF5,LPAR1,UPP1"
"gene_set_query"	"457"	"ZFP3"	"533.0"	"ARCHS4 Coexpression,629;Enrichr Queries,710;GTEx Coexpression,260"	"TCF7L2,EGR1,LPAR1,COQ9,P4HB"
"gene_set_query"	"458"	"TGIF1"	"533.7"	"ARCHS4 Coexpression,383;Enrichr Queries,369;GTEx Coexpression,849"	"TCF7L2,EGR1,KLF5,UPP1"
"gene_set_query"	"459"	"ZNF44"	"536.7"	"ARCHS4 Coexpression,393;Enrichr Queries,1152;GTEx Coexpression,65"	"PPP2CB,TCF7L2,EGR1,P4HB,ANKHD1"
"gene_set_query"	"460"	"KLF6"	"537.3"	"ARCHS4 Coexpression,199;Enrichr Queries,1302;ReMap ChIP-seq,200;GTEx Coexpression,448"	"TCF7L2,EGR1,MBNL1,KLF5,IL10RA,EGFR"
"gene_set_query"	"461"	"SNAI2"	"538.5"	"ARCHS4 Coexpression,251;Enrichr Queries,202;ReMap ChIP-seq,250;GTEx Coexpression,1451"	"TCF7L2,EGR1,LPAR1,P4HB,EGFR"
"gene_set_query"	"462"	"SETBP1"	"541.3"	"ARCHS4 Coexpression,1036;Enrichr Queries,374;GTEx Coexpression,214"	"TCF7L2,EGR1,MBNL1,LPAR1,EGFR"
"gene_set_query"	"463"	"MEOX2"	"541.7"	"ARCHS4 Coexpression,236;Enrichr Queries,182;GTEx Coexpression,1207"	"TCF7L2,EGR1,LPAR1,EGFR"
"gene_set_query"	"464"	"PLAGL2"	"542.0"	"ARCHS4 Coexpression,46;Enrichr Queries,859;GTEx Coexpression,721"	"TCF7L2,EGR1,MBNL1,ABCC1,SFPQ,HNRNPD"
"gene_set_query"	"465"	"ZNF587"	"543.0"	"ARCHS4 Coexpression,1342;Enrichr Queries,281;GTEx Coexpression,6"	"TCF7L2,EGR1,MBNL1,FUBP1,HNRNPD,P4HB,ANKHD1,EGFR"
"gene_set_query"	"466"	"CEBPB"	"543.3"	"Literature ChIP-seq,95;ARCHS4 Coexpression,1176;ENCODE ChIP-seq,19;Enrichr Queries,980;ReMap ChIP-seq,23;GTEx Coexpression,967"	"EGR1,MBNL1,COQ9,EGFR,ANKHD1,PPP2CB,SFPQ,KLF5,RANBP10,PCGF1,P4HB,UPP1,HIST1H3B"
"gene_set_query"	"467"	"DDIT3"	"544.0"	"ARCHS4 Coexpression,512;Enrichr Queries,747;GTEx Coexpression,373"	"EGR1,KLF5,PCGF1,UPP1"
"gene_set_query"	"468"	"ZXDC"	"544.3"	"ARCHS4 Coexpression,230;Enrichr Queries,120;GTEx Coexpression,1283"	"TCF7L2,EGR1,ABCC1,MBNL1,SFPQ,ANKHD1-EIF4EBP3"
"gene_set_query"	"469"	"HOXA11"	"545.3"	"ARCHS4 Coexpression,759;Enrichr Queries,723;GTEx Coexpression,154"	"EGR1,MBNL1,LPAR1,P4HB,EGFR"
"gene_set_query"	"470"	"ZNF766"	"545.5"	"ARCHS4 Coexpression,435;Enrichr Queries,847;ReMap ChIP-seq,78;GTEx Coexpression,822"	"CORT,TCF7L2,EGR1,MBNL1,RIF1,P4HB"
"gene_set_query"	"471"	"ZNF217"	"546.3"	"Literature ChIP-seq,126;ARCHS4 Coexpression,1045;ENCODE ChIP-seq,112;Enrichr Queries,956;ReMap ChIP-seq,285;GTEx Coexpression,754"	"EGR1,MBNL1,KLF5,HNRNPD,EGFR"
"gene_set_query"	"472"	"MYBL1"	"547.0"	"Literature ChIP-seq,154;ARCHS4 Coexpression,310;Enrichr Queries,1296;GTEx Coexpression,428"	"EGR1,MBNL1,IL10RA"
"gene_set_query"	"473"	"ZNF391"	"547.3"	"ARCHS4 Coexpression,495;Enrichr Queries,604;GTEx Coexpression,543"	"TCF7L2,EGR1,LPAR1,RANBP10"
"gene_set_query"	"474"	"ZNF81"	"547.7"	"ARCHS4 Coexpression,344;Enrichr Queries,360;GTEx Coexpression,939"	"TCF7L2,EGR1,MBNL1,MAN1A2"
"gene_set_query"	"475"	"OLIG2"	"547.8"	"Literature ChIP-seq,132;ARCHS4 Coexpression,1516;Enrichr Queries,496;GTEx Coexpression,47"	"PPP2CB,TCF7L2,EGR1,FUBP1,LPAR1"
"gene_set_query"	"476"	"ZNF415"	"548.0"	"ARCHS4 Coexpression,215;Enrichr Queries,851;GTEx Coexpression,578"	"TCF7L2,EGR1,ABCC1,LPAR1,P4HB"
"gene_set_query"	"477"	"MBD2"	"549.0"	"ARCHS4 Coexpression,497;Enrichr Queries,114;ReMap ChIP-seq,240;GTEx Coexpression,1345"	"TCF7L2,EGR1,MBNL1,HNRNPD,PCGF1,EGFR"
"gene_set_query"	"478"	"ZNF7"	"550.7"	"ARCHS4 Coexpression,1231;Enrichr Queries,315;GTEx Coexpression,106"	"TCF7L2,EGR1,RIF1,LPAR1,UPP1,ANKHD1"
"gene_set_query"	"479"	"IRX2"	"551.0"	"ARCHS4 Coexpression,1047;Enrichr Queries,511;GTEx Coexpression,95"	"TCF7L2,EGR1,KLF5,LPAR1,EGFR"
"gene_set_query"	"480"	"ZNF317"	"552.3"	"ARCHS4 Coexpression,162;Enrichr Queries,1106;GTEx Coexpression,389"	"EGR1,MBNL1,SFPQ,UPP1,ANKHD1"
